Year,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
2023,Marquise Brown,ARI,26,WR,14,14,101,51,0.505,574,11.3,4,32,42.6,41,5.7,3.6,41,0
2023,Austin Ekeler,LAC,28,RB,14,14,74,51,0.689,436,8.5,1,20,43.2,39,5.9,3.6,31.1,5
2023,Ezekiel Elliott,NWE,28,RB,17,5,65,51,0.785,313,6.1,2,12,40,23,4.8,3,18.4,2
2023,Gerald Everett,LAC,29,TE,15,12,70,51,0.729,411,8.1,3,25,50,31,5.9,3.4,27.4,3
2023,Diontae Johnson,PIT,27,WR,13,11,87,51,0.586,717,14.1,5,37,52.9,71,8.2,3.9,55.2,1
2023,Samaje Perine,DEN,28,RB,17,1,56,50,0.893,455,9.1,0,23,67.9,29,8.1,2.9,26.8,3
2023,Darius Slayton,NYG,26,WR,17,13,79,50,0.633,770,15.4,4,29,49.4,80,9.7,2.9,45.3,0
2023,Jonnu Smith,ATL,28,TE,17,6,70,50,0.714,582,11.6,3,26,51.4,60,8.3,2.9,34.2,1
2023,Jahan Dotson,WAS,23,WR,17,16,83,49,0.59,518,10.6,4,27,48.2,33,6.2,2.9,30.5,0
2023,Demario Douglas,NWE,23,WR,14,7,79,49,0.62,561,11.4,0,26,45.6,42,7.1,3.5,40.1,3
2023,Antonio Gibson,WAS,25,RB,16,2,59,48,0.814,389,8.1,2,19,44.1,41,6.6,3,24.3,4
2023,K.J. Osborn,MIN,26,WR,16,12,75,48,0.64,540,11.3,3,28,45.3,47,7.2,3,33.8,1
2023,Tank Dell,HOU,24,WR,11,8,75,47,0.627,709,15.1,7,34,54.7,68,9.5,4.3,64.5,1
2023,Tyler Higbee,LAR,30,TE,15,15,70,47,0.671,495,10.5,2,26,57.1,33,7.1,3.1,33,0
2023,Cade Otton,TAM,24,TE,17,17,67,47,0.701,455,9.7,4,22,49.3,27,6.8,2.8,26.8,1
2023,Javonte Williams,DEN,23,RB,16,13,58,47,0.81,228,4.9,2,10,48.3,18,3.9,2.9,14.3,1
2023,Rashid Shaheed,NOR,25,WR,15,8,75,46,0.613,719,15.6,5,27,46.7,58,9.6,3.1,47.9,1
2023,Mark Andrews,BAL,28,TE,10,9,61,45,0.738,544,12.1,6,27,62.3,38,8.9,4.5,54.4,1
2023,Gabriel Davis,BUF,24,WR,17,17,81,45,0.556,746,16.6,7,34,53.1,57,9.2,2.6,43.9,1
2023,James Cook,BUF,24,RB,17,13,54,44,0.815,445,10.1,4,16,59.3,48,8.2,2.6,26.2,4
2023,Jerome Ford,CLE,24,RB,17,12,63,44,0.698,319,7.3,5,16,41.3,50,5.1,2.6,18.8,1
2023,Isiah Pacheco,KAN,24,RB,14,13,49,44,0.898,244,5.5,2,12,44.9,33,5,3.1,17.4,1
2023,Jonathan Mingo,CAR,22,WR,15,14,85,43,0.506,418,9.7,0,15,32.9,40,4.9,2.9,27.9,1
2023,Hunter Henry,NWE,29,TE,14,10,61,42,0.689,419,10,6,29,63.9,24,6.9,3,29.9,1
2023,Tee Higgins,CIN,24,WR,12,11,76,42,0.553,656,15.6,5,33,53.9,80,8.6,3.5,54.7,0
2023,Saquon Barkley,NYG,26,RB,14,14,60,41,0.683,280,6.8,4,16,43.3,46,4.7,2.9,20,2
2023,Rondale Moore,ARI,23,WR,17,8,62,40,0.645,352,8.8,1,17,38.7,48,5.7,2.4,20.7,1
2023,Josh Reynolds,DET,28,WR,17,13,64,40,0.625,608,15.2,5,32,56.3,33,9.5,2.4,35.8,1
2023,Robert Woods,HOU,31,WR,14,11,75,40,0.533,426,10.7,1,26,45.3,26,5.7,2.9,30.4,0
2023,Tutu Atwell,LAR,24,WR,16,14,67,39,0.582,483,12.4,3,26,47.8,44,7.2,2.4,30.2,0
2023,Chuba Hubbard,CAR,24,RB,17,12,44,39,0.886,233,6,0,9,36.4,25,5.3,2.3,13.7,1
2023,Tanner Hudson,CIN,29,TE,12,1,50,39,0.78,352,9,1,21,58,26,7,3.3,29.3,0
2023,Trey Palmer,TAM,22,WR,17,8,68,39,0.574,385,9.9,3,17,41.2,54,5.7,2.3,22.6,3
2023,Khalil Shakir,BUF,23,WR,17,10,45,39,0.867,611,15.7,2,26,73.3,81,13.6,2.3,35.9,1
2023,D'Andre Swift,PHI,24,RB,16,15,49,39,0.796,214,5.5,1,8,42.9,20,4.4,2.4,13.4,3
2023,Michael Thomas,NOR,30,WR,10,7,64,39,0.609,448,11.5,1,21,54.7,31,7,3.9,44.8,0
2023,Dontayvion Wicks,GNB,22,WR,15,6,58,39,0.672,581,14.9,4,29,62.1,35,10,2.6,38.7,3
2023,Quentin Johnston,LAC,22,WR,17,10,67,38,0.567,431,11.3,2,20,47.8,57,6.4,2.2,25.4,0
2023,Josh Palmer,LAC,24,WR,10,6,61,38,0.623,581,15.3,2,22,47.5,79,9.5,3.8,58.1,1
2023,Rhamondre Stevenson,NWE,25,RB,12,12,51,38,0.745,238,6.3,0,8,35.3,34,4.7,3.2,19.8,1
2023,Michael Wilson,ARI,23,WR,13,12,58,38,0.655,565,14.9,3,29,56.9,69,9.7,2.9,43.5,0
2023,Kendrick Bourne,NWE,28,WR,8,5,55,37,0.673,406,11,4,15,49.1,36,7.4,4.6,50.8,1
2023,Josh Jacobs,LVR,25,RB,13,13,54,37,0.685,296,8,0,15,55.6,21,5.5,2.8,22.8,3
2023,Juwan Johnson,NOR,27,TE,13,11,59,37,0.627,368,9.9,4,23,50.8,32,6.2,2.8,28.3,0
2023,Brian Robinson Jr.,WAS,24,RB,15,15,43,36,0.837,368,10.2,4,15,53.5,51,8.6,2.4,24.5,4
2023,Nelson Agholor,BAL,30,WR,17,3,45,35,0.778,381,10.9,4,19,55.6,37,8.5,2.1,22.4,1
2023,Odell Beckham Jr.,BAL,31,WR,14,6,64,35,0.547,565,16.1,3,27,50,51,8.8,2.5,40.4,1
2023,DJ Chark,CAR,27,WR,15,11,66,35,0.53,525,15,5,22,43.9,47,8,2.3,35,2
2023,Kalif Raymond,DET,29,WR,17,3,44,35,0.795,489,14,1,20,65.9,41,11.1,2.1,28.8,1
2023,Durham Smythe,MIA,28,TE,16,14,43,35,0.814,366,10.5,0,22,72.1,22,8.5,2.2,22.9,0
2023,Michael Gallup,DAL,27,WR,17,13,57,34,0.596,418,12.3,2,19,50.9,41,7.3,2,24.6,0
2023,Roschon Johnson,CHI,22,RB,15,0,40,34,0.85,209,6.1,0,6,27.5,24,5.2,2.3,13.9,1
2023,Zay Jones,JAX,28,WR,9,7,64,34,0.531,321,9.4,2,14,43.8,36,5,3.8,35.7,0
2023,Luke Musgrave,GNB,23,TE,11,9,46,34,0.739,352,10.4,1,14,50,37,7.7,3.1,32,0
2023,Allen Robinson,PIT,30,WR,17,17,49,34,0.694,280,8.2,0,9,44.9,31,5.7,2,16.5,0
2023,Noah Brown,HOU,27,WR,10,7,55,33,0.6,567,17.2,2,24,52.7,75,10.3,3.3,56.7,0
2023,Zach Charbonnet,SEA,22,RB,16,2,40,33,0.825,209,6.3,0,7,45,39,5.2,2.1,13.1,0
2023,Taysom Hill,NOR,33,QB,16,7,40,33,0.825,291,8.8,2,11,57.5,36,7.3,2.1,18.2,1
2023,DeVante Parker,NWE,30,WR,13,13,55,33,0.6,394,11.9,0,17,49.1,30,7.2,2.5,30.3,0
2023,Rashod Bateman,BAL,24,WR,16,12,56,32,0.571,367,11.5,1,20,50,29,6.6,2,22.9,0
2023,Noah Fant,SEA,26,TE,17,17,43,32,0.744,414,12.9,0,16,60.5,51,9.6,1.9,24.4,0
2023,Pat Freiermuth,PIT,25,TE,12,9,47,32,0.681,308,9.6,2,17,48.9,29,6.6,2.7,25.7,0
2023,Alec Pierce,IND,23,WR,17,16,65,32,0.492,514,16.1,2,24,46.2,58,7.9,1.9,30.2,0
2023,Kyren Williams,LAR,23,RB,12,11,48,32,0.667,206,6.4,3,9,43.8,24,4.3,2.7,17.2,3
2023,Tucker Kraft,GNB,23,TE,17,8,40,31,0.775,355,11.5,2,18,67.5,43,8.9,1.8,20.9,0
2023,Jaleel McLaughlin,DEN,23,RB,17,3,36,31,0.861,160,5.2,2,5,38.9,22,4.4,1.8,9.4,0
2023,Darnell Mooney,CHI,26,WR,15,14,61,31,0.508,414,13.4,1,20,41,41,6.8,2.1,27.6,0
2023,Kenneth Gainwell,PHI,24,RB,16,2,37,30,0.811,183,6.1,0,11,48.6,19,4.9,1.9,11.4,3
2023,Kylen Granson,IND,25,TE,15,7,50,30,0.6,368,12.3,1,19,46,46,7.4,2,24.5,0
2023,Aaron Jones,GNB,29,RB,11,11,43,30,0.698,233,7.8,1,13,39.5,51,5.4,2.7,21.2,2
2023,Isaiah Likely,BAL,23,TE,17,8,40,30,0.75,411,13.7,5,15,60,54,10.3,1.8,24.2,0
2023,Alexander Mattison,MIN,25,RB,16,13,44,30,0.682,192,6.4,3,5,34.1,47,4.4,1.9,12,3
2023,Devin Singletary,HOU,26,RB,17,10,38,30,0.789,193,6.4,0,7,36.8,41,5.1,1.8,11.4,1
2023,Mike Gesicki,NWE,28,TE,17,10,45,29,0.644,244,8.4,2,11,44.4,18,5.4,1.7,14.4,0
2023,Najee Harris,PIT,25,RB,17,17,38,29,0.763,170,5.9,0,9,50,32,4.5,1.7,10,2
2023,Brandon Powell,MIN,28,WR,17,2,44,29,0.659,324,11.2,1,18,50,28,7.4,1.7,19.1,1
2023,JuJu Smith-Schuster,NWE,27,WR,11,7,47,29,0.617,260,9,1,13,42.6,37,5.5,2.6,23.6,0
2023,Kenneth Walker III,SEA,23,RB,15,15,37,29,0.784,259,8.9,1,9,43.2,64,7,1.9,17.3,1
2023,Noah Gray,KAN,24,TE,17,10,41,28,0.683,305,10.9,2,16,53.7,34,7.4,1.6,17.9,0
2023,Derrick Henry,TEN,29,RB,17,17,36,28,0.778,214,7.6,0,7,44.4,46,5.9,1.6,12.6,0
2023,Justice Hill,BAL,26,RB,16,5,39,28,0.718,206,7.4,1,8,30.8,24,5.3,1.8,12.9,1
2023,Christian Watson,GNB,24,WR,9,9,53,28,0.528,422,15.1,5,20,50.9,77,8,3.1,46.9,0
2023,Nick Westbrook-Ikhine,TEN,26,WR,14,9,45,28,0.622,370,13.2,3,18,57.8,33,8.2,2,26.4,0
2023,De'Von Achane,MIA,22,RB,11,4,37,27,0.73,197,7.3,3,10,48.6,23,5.3,2.5,17.9,1
2023,Braxton Berrios,MIA,28,WR,16,1,33,27,0.818,238,8.8,1,15,57.6,22,7.2,1.7,14.9,1
2023,James Conner,ARI,28,RB,13,13,33,27,0.818,165,6.1,2,11,39.4,34,5,2.1,12.7,0
2023,Zach Ertz,ARI,33,TE,7,7,43,27,0.628,187,6.9,1,8,41.9,17,4.3,3.9,26.7,0
2023,Michael Mayer,LVR,22,TE,14,12,40,27,0.675,304,11.3,2,19,60,32,7.6,1.9,21.7,0
2023,Zack Moss,IND,26,RB,14,8,37,27,0.73,192,7.1,2,10,35.1,26,5.2,1.9,13.7,0
2023,Donald Parham,LAC,26,TE,14,8,41,27,0.659,285,10.6,4,22,61,24,7,1.9,20.4,0
2023,Miles Sanders,CAR,26,RB,16,5,41,27,0.659,154,5.7,0,8,39,14,3.8,1.7,9.6,2
2023,Kadarius Toney,KAN,24,WR,13,2,38,27,0.711,169,6.3,1,12,44.7,18,4.4,2.1,13,1
2023,Justin Watson,KAN,27,WR,16,8,53,27,0.509,460,17,3,21,50.9,41,8.7,1.7,28.8,1
2023,Demarcus Robinson,LAR,29,WR,16,4,39,26,0.667,371,14.3,4,20,59,37,9.5,1.6,23.2,2
2023,Daniel Bellinger,NYG,23,TE,17,13,28,25,0.893,255,10.2,0,6,39.3,26,9.1,1.5,15,0
2023,Austin Hooper,LVR,29,TE,17,9,31,25,0.806,234,9.4,0,12,61.3,21,7.5,1.5,13.8,0
2023,Trenton Irwin,CIN,28,WR,16,5,32,25,0.781,316,12.6,1,15,59.4,32,9.9,1.6,19.8,2
2023,Jerick McKinnon,KAN,31,RB,12,0,32,25,0.781,192,7.7,4,10,43.8,27,6,2.1,16,0
2023,Raheem Mostert,MIA,31,RB,15,15,32,25,0.781,175,7,3,6,40.6,22,5.5,1.7,11.7,4
2023,Colby Parkinson,SEA,24,TE,17,1,34,25,0.735,247,9.9,2,11,52.9,27,7.3,1.5,14.5,0
2023,Hunter Renfrow,LVR,28,WR,17,3,37,25,0.676,255,10.2,0,11,40.5,38,6.9,1.5,15,1
2023,Michael Carter,2TM,24,RB,15,0,31,24,0.774,101,4.2,1,5,32.3,10,3.3,1.6,6.7,0
2023,Greg Dortch,ARI,25,WR,16,4,41,24,0.585,280,11.7,2,14,48.8,38,6.8,1.5,17.5,0
2023,Jameson Williams,DET,22,WR,12,10,42,24,0.571,354,14.8,2,14,47.6,63,8.4,2,29.5,1
